timestamp,accx,accy,accz,gyrx,gyry,gyrz,longitude,latitude,speed
152178985702,0.1529007,-0.6576065,9.569601,-0.0027420043,0.008070374,-0.005377197,77.64335368,12.87930989,0.0
152178985720,-0.44447023,-0.5019531,9.585513,9.6588134E-4,-0.007850647,-0.0053710938,77.64335368,12.87930989,0.0
152178985742,-0.19561462,-0.610109,10.012871,3.5400392E-4,-0.009803772,-0.0043945313,77.64335368,12.87930989,0.0
152178985764,-0.310112,-0.708696,9.713529,9.689331E-4,-0.009312439,-0.004760742,77.64335368,12.87930989,0.0
152178985784,-0.40067902,-0.34582216,10.250119,-8.605957E-4,-0.0037002563,-0.004638672,77.64335368,12.87930989,0.0
152178985805,-0.4638489,-0.62231445,9.527249,2.3498535E-4,-0.009677124,-0.007817077,77.64335318,12.87931143,0.0
152178985826,-0.11150513,-0.60173494,9.915962,0.0025558472,0.011195374,-0.0048828125,77.64335318,12.87931143,0.0
152178985848,-0.7213165,-0.22677918,9.883423,0.002922058,0.025239563,6.1035157E-6,77.64335318,12.87931143,0.0
152178985869,-0.21978302,-0.6833283,9.254827,0.0068344115,-0.0012634278,-0.0030502318,77.64335318,12.87931143,0.0
152178985890,-0.32434693,-0.5477737,9.973389,0.003413391,-0.0065063476,-0.001953125,77.64335296,12.87931227,0.0
152178985912,-0.6270431,-0.31579438,10.0082035,0.002069092,-0.0045562745,-0.0029281615,77.64335296,12.87931227,0.0
152178985933,-0.1265808,-0.78346556,9.440268,0.008908081,-0.0072433474,-0.0276062,77.64335296,12.87931227,0.0
152178985954,-0.04187317,-0.5124817,10.011675,0.023814391,-0.02275238,-0.10457458,77.64335296,12.87931227,0.0
152178985975,-0.52713776,-0.3732193,10.129997,0.01599579,-0.043525696,-0.14550324,77.64335296,12.87931227,0.0
152178985996,-0.9848877,-0.31782532,9.884137,0.0034057617,-0.012132263,-0.089668274,77.64335286,12.87931277,0.0
152178986018,-0.50488585,-0.29485473,9.961069,0.0035324097,0.0039886474,0.022479247,77.64335286,12.87931277,0.0
152178986039,-0.27625275,-0.20500335,9.9574795,0.0049987794,8.19397E-4,-0.004389954,77.64335286,12.87931277,0.0
152178986060,-0.41108856,-0.39344025,9.794644,-0.0015975952,-0.0054092407,-0.0065963743,77.64335286,12.87931277,0.0
152178986082,-0.37375945,-0.38650054,10.182401,8.468628E-4,-0.016278077,-0.0056152344,77.64335286,12.87931277,0.0
152178986103,-0.30998993,-0.48879394,9.767845,-3.7536622E-4,-0.011390686,-0.009036255,77.64335206,12.87931511,0.0
152178986124,-0.46229553,-0.5616547,9.974464,3.5705566E-4,-0.010050965,-0.0053710938,77.64335206,12.87931511,0.0
152178986145,-0.28546602,-0.5720642,9.76665,-6.195068E-4,0.0032531738,-0.0053710938,77.64335206,12.87931511,0.0
152178986167,-0.53443754,-0.4750351,10.009642,9.6740725E-4,0.0013031006,-0.0053710938,77.64335206,12.87931511,0.0
152178986188,-0.3929016,-0.2922226,9.771436,0.0019424439,-0.019821167,-0.005493164,77.64335151,12.87931678,0.0
152178986209,-0.35114747,-0.37214202,9.940008,0.0020645142,-0.02250824,-0.006591797,77.64335151,12.87931678,0.0
152178986230,-0.43693084,-0.4095947,9.858656,0.002923584,-0.021652222,-0.006591797,77.64335151,12.87931678,0.0
152178986252,-0.17264405,-0.20572205,9.723699,0.006098938,-0.01615448,-0.010261536,77.64335151,12.87931678,0.0
152178986273,-0.12610321,-0.018844604,9.848364,0.016970824,0.012054443,-0.01587677,77.64335151,12.87931678,0.0
152178986294,-0.68913424,0.8759521,10.347148,0.012576294,0.00838623,-0.038964845,77.64335117,12.87931789,0.0
152178986315,0.38321075,0.54706115,9.456064,0.013059998,0.032701112,-0.04886322,77.64335117,12.87931789,0.0
152178986337,-0.37423706,0.5890549,9.712809,0.010621643,0.030622864,-0.07708283,77.64335117,12.87931789,0.0
152178986358,-0.32733765,0.5901306,9.554166,0.0064666746,-0.017622376,-0.16261292,77.64335117,12.87931789,0.0
152178986379,-0.3334427,0.38949585,9.594365,0.035298157,-0.05268707,-0.18154144,77.64335117,12.87931789,0.0
152178986400,-0.3032898,0.4404602,9.290596,0.019413758,-0.06783752,-0.21159515,77.64335101,12.87931854,0.0
152178986422,-0.84454805,0.79004824,9.286532,0.0177063,-0.027763367,-0.03860321,77.64335101,12.87931854,0.0
152178986443,-0.5758362,1.0399811,9.622843,0.01159668,-0.00932312,0.03713379,77.64335101,12.87931854,0.0
152178986464,-0.5930618,0.96221316,9.542442,-0.0045288084,0.020481873,0.08306427,77.64335101,12.87931854,0.0
152178986485,0.085185245,0.8686554,9.843579,0.010374451,-0.033872984,-0.042149354,77.64335101,12.87931854,0.0
152178986507,-0.28881532,0.5450241,9.1988325,0.0058547975,-0.055615235,-0.0014663696,77.64335306,12.87931728,0.51
152178986528,-0.3052063,0.5306686,10.145551,-0.006112671,-0.0011352539,0.08990631,77.64335306,12.87931728,0.51
152178986549,-0.26417083,0.6553345,9.479273,-0.016133118,0.033187866,0.08917236,77.64335306,12.87931728,0.51
152178986570,-0.18532714,0.9412781,10.244975,0.0023117065,0.043814085,3.7078856E-4,77.64335306,12.87931728,0.51
152178986592,-0.4510498,0.44871673,9.237358,-2.548218E-4,0.051878355,-0.009892273,77.64336727,12.87930835,1.74
152178986613,-0.14788055,0.6428925,10.186111,-0.0035537719,0.016203308,-0.09846344,77.64336727,12.87930835,1.74
152178986634,-0.39697114,0.20991059,9.815463,-0.008071899,-0.016156007,-0.077330016,77.64336727,12.87930835,1.74
152178986655,-0.13674927,0.6833313,10.082861,0.010011291,0.0031433105,-0.06486969,77.64336727,12.87930835,1.74
152178986677,-0.484787,0.20835419,9.582044,0.02527771,-0.0098022465,-0.102742,77.64336727,12.87930835,1.74
152178986698,-0.108874515,0.19591065,10.005216,-0.005874634,-0.07662964,-0.12729493,77.64339433,12.87929111,3.37
152178986719,-0.54544526,0.051387023,9.385115,0.005975342,-0.08090363,-0.0647461,77.64339433,12.87929111,3.37
152178986741,-0.33355865,0.420961,10.059891,8.4533694E-4,-0.04974823,0.03224945,77.64339433,12.87929111,3.37
152178986762,-0.39458007,0.26638183,9.929842,-0.0069702147,-0.030329894,-0.010868835,77.64339433,12.87929111,3.37
152178986783,-0.07872772,-0.047677614,9.4980545,0.0056121824,-0.07137604,-0.01563263,77.64339433,12.87929111,3.37
152178986804,-0.5547775,-0.23766938,9.33259,0.010864258,-0.09385834,0.016366577,77.64342947,12.87926615,4.25
152178986826,-0.9486359,-0.8465195,10.115642,-0.032258607,-0.048164368,0.15160218,77.64342947,12.87926615,4.25
