timestamp,accx,accy,accz,gyrx,gyry,gyrz,latitude,longitude,speed
152281978144,0.29395753,-1.5604217,9.795842,-0.0019363404,-0.053375244,-0.0037597655,12.88463235,77.64220164,0.0
152281978165,-0.45319977,-0.92990875,9.846332,-0.0051177978,-0.016964722,-0.0018066406,12.88463235,77.64220164,0.0
152281978186,-0.43860626,-0.93505555,9.791654,0.0075942995,-0.023069764,-0.0019302368,12.88463235,77.64220164,0.0
152281978207,-0.4058258,-0.88253176,9.715681,0.0060043335,-0.032232665,-2.243042E-4,12.88463245,77.64220215,0.0
152281978228,-0.27709198,-1.0015762,9.702403,-2.3040772E-4,-0.009274292,0.003440857,12.88463245,77.64220215,0.0
152281978250,-0.5510696,-1.1060196,9.893712,-0.0053604124,0.037512206,8.773804E-4,12.88463245,77.64220215,0.0
152281978271,0.16103515,-0.86685944,9.992053,0.013088989,-0.0029205321,-0.057763673,12.88463245,77.64220215,0.0
152281978292,-0.48586273,-0.7928009,9.541005,0.006245422,-0.022581482,-0.14767456,12.88463245,77.64220215,0.0
152281978313,-0.6744186,-1.0258636,9.838556,-0.003401184,-0.023197938,-0.08952484,12.88463183,77.64220302,0.0
152281978334,-0.47294313,-1.0397384,9.691515,1.3885499E-4,-0.008050537,-0.0018096924,12.88463183,77.64220302,0.0
152281978356,-0.22863312,-1.1118851,9.961067,3.829956E-4,-0.030766297,-8.2855223E-4,12.88463183,77.64220302,0.0
152281978377,-0.2316269,-0.5678757,9.3266115,-4.7454835E-4,-0.033821106,-0.0025390624,12.88463183,77.64220302,0.0
152281978398,-0.025364686,-0.14183502,10.257418,0.0062423707,-0.014642334,-0.0041275024,12.88463183,77.64220302,0.0
152281978419,0.077287294,-0.6416977,9.8862915,0.0072219847,0.00843811,-0.0077957152,12.88463114,77.64220336,0.0
152281978440,-0.046063233,-0.5748154,9.693189,0.0019699098,0.053515624,-0.009262085,12.88463114,77.64220336,0.0
152281978462,-0.5251053,0.162294,9.923259,0.025793457,0.05510254,-0.035891723,12.88463114,77.64220336,0.0
152281978483,0.05000763,0.26733857,8.893629,0.009794617,0.0325058,-0.09636841,12.88463114,77.64220336,0.0
152281978505,-0.3719635,-0.011784363,8.913847,0.014680481,0.017233277,-0.15439911,12.88463114,77.64220336,0.0
152281978525,-0.32865447,-0.17042999,9.075963,0.02237854,0.007580566,-0.19373627,12.88463025,77.64220223,0.36
152281978547,-0.1379486,0.3691574,8.817535,0.0061309813,-0.04640808,-0.24273224,12.88463025,77.64220223,0.36
152281978568,-0.5247482,-0.10019684,8.847206,0.008329773,-0.09625244,-0.18372345,12.88463025,77.64220223,0.36
152281978589,-1.2032318,0.09266357,9.348028,-0.0010803223,-0.04286499,0.07038574,12.88463025,77.64220223,0.36
152281978610,-0.23401947,0.086203,10.304675,-8.3770754E-4,0.092732236,0.2985962,12.88462569,77.64219708,1.3
152281978632,0.18580016,1.2229125,10.494188,0.0045394897,0.15833893,0.18020935,12.88462569,77.64219708,1.3
152281978653,-0.08662109,0.44943237,9.9485035,-0.013291931,0.13634796,-0.07474823,12.88462569,77.64219708,1.3
152281978675,-0.2511261,0.34199524,8.978932,0.021029662,-0.0062179565,-0.31835786,12.88462569,77.64219708,1.3
152281978695,-1.1237915,0.79926145,10.381126,0.01443634,-0.08354797,-0.22477265,12.88462569,77.64219708,1.3
152281978717,-0.34935302,-0.36340943,9.352931,0.0067352294,-0.06937256,-0.08072968,12.88461523,77.64217993,2.75
