timestamp,accx,accy,accz,gyrx,gyry,gyrz,latitude,longitude,speed
152282001593,-0.56506807,-1.0537384,9.910581,-0.02172699,-0.02099762,-0.0020507812,12.878139,77.64589088,0.0
152282001614,-0.34348908,-1.033519,9.691752,-1.0986328E-4,-0.011096192,-0.0021713257,12.87814271,77.64588846,0.0
152282001636,-0.57009125,-1.1327041,9.882463,0.009056091,0.019308472,0.007234192,12.87814271,77.64588846,0.0
152282001656,-0.37160644,-1.1560303,9.716398,1.2207031E-5,0.020161439,0.0010025024,12.87814271,77.64588846,0.0
152282001678,-0.55370027,-1.2152557,9.849681,-1.0375977E-4,0.021873474,0.008087158,12.87814271,77.64588846,0.0
152282001699,0.05192261,-1.2175262,9.939052,0.014552307,-0.022344971,-0.06252594,12.8781464,77.64588694,0.0
152282001720,-0.48371124,-0.91818696,9.632174,0.010891723,-0.062164307,-0.1415741,12.8781464,77.64588694,0.0
152282001741,-0.4857437,-1.3401597,9.822762,-0.0013275146,-0.07365112,-0.12568817,12.8781464,77.64588694,0.0
152282001763,-0.21152954,-0.9494141,9.752295,-7.171631E-4,-0.040298462,-0.06704712,12.8781464,77.64588694,0.0
152282001784,-0.34193572,-1.006839,9.872175,-0.0051132203,-0.040298462,-0.0112167355,12.8781464,77.64588694,0.0
152282001805,0.23198548,-1.4022522,9.7097,0.005509949,-0.085012816,-0.0033996582,12.87814946,77.64588631,0.0
152282001826,0.3690918,-0.9811157,9.662804,-0.005722046,-0.024169922,0.0010025024,12.87814946,77.64588631,0.0
152282001848,0.23377685,-1.2144196,9.916202,-3.5247803E-4,0.023583984,5.1116943E-4,12.87814946,77.64588631,0.0
152282001869,0.06412659,-0.90047914,9.731235,-0.0013275146,0.04471741,-0.002053833,12.87814946,77.64588631,0.0
152282001890,0.14392853,-1.2798599,9.762939,0.004170227,0.054251097,0.004663086,12.87814946,77.64588631,0.0
152282001911,-0.122990415,-1.0329208,9.757436,-0.0030395507,0.03995361,0.0022232055,12.87815103,77.64588689,0.0
152282001932,-0.20769806,-1.043808,9.807686,-0.0031600953,0.004159546,-0.020376587,12.87815103,77.64588689,0.0
152282001954,-0.16331176,-1.2339172,9.862002,-0.0038909912,-0.0114685055,-0.025387574,12.87815103,77.64588689,0.0
152282001975,-0.15266266,-1.020958,9.814985,-0.0012039185,0.0013473511,-0.004740906,12.87815103,77.64588689,0.0
152282001996,-0.019145202,-0.99762726,9.93355,-2.2735595E-4,0.003921509,-0.0014450073,12.87815273,77.64588649,0.0
152282002017,-0.48131865,-0.89593047,9.861046,0.0014816284,0.009660339,-2.243042E-4,12.87815273,77.64588649,0.0
152282002039,0.055152893,-0.14482574,10.496103,0.0028259277,0.026515197,-0.014390564,12.87815273,77.64588649,0.0
152282002060,0.06304932,-0.13094787,9.940964,0.0058792112,0.05339203,-0.06521454,12.87815273,77.64588649,0.0
152282002081,-0.044866942,-0.09589233,9.724658,0.005758667,0.08613129,-0.13265228,12.87815273,77.64588649,0.0
152282002102,-0.17934418,-0.14386901,10.029741,0.018341064,0.06463013,-0.21951905,12.87815353,77.64588614,0.0
152282002124,-0.21726838,-0.03080902,9.637077,-0.0044967653,0.027856445,-0.28134155,12.87815353,77.64588614,0.0
152282002146,-0.5804993,0.023391724,9.105032,0.0213974,-0.038586427,-0.22403565,12.87815353,77.64588614,0.0
152282002166,-1.0790482,0.31794587,9.769163,0.035812378,-0.077926636,-0.092092894,12.87815353,77.64588614,0.0
152282002188,-0.5929443,0.694339,10.455183,0.03581085,-0.06949463,-0.013293457,12.87815353,77.64588614,0.0
152282002209,-0.2579468,0.5388031,9.734705,0.02041931,-0.0958847,0.06072693,12.8781539,77.64588599,0.0
152282002230,-0.9328415,0.16695556,10.030574,-0.42451325,-0.14512023,0.12877807,12.8781539,77.64588599,0.0
152282002251,-1.1364731,0.18083802,12.157797,0.32169646,-0.013186646,0.4105011,12.8781539,77.64588599,0.0
152282002272,-0.08805847,0.17569122,4.6670637,0.38424987,0.08051453,0.41417542,12.8781539,77.64588599,0.0
152282002294,0.546759,-2.35699,13.107748,-0.3526825,0.050097656,0.10789032,12.8781539,77.64588599,0.0
152282002315,-0.5120621,2.106584,7.4341264,-0.17248383,0.01014862,0.05339966,12.87815407,77.64588616,0.0
152282002336,0.2305481,0.1049881,11.571077,0.29286194,0.0048965453,0.10007477,12.87815407,77.64588616,0.0
152282002357,0.21941833,1.0301712,12.189024,-0.25078583,0.0034255981,0.07660828,12.87815407,77.64588616,0.0
152282002379,-0.33092803,0.27272034,9.155164,0.06782226,-0.048977662,0.064517215,12.87815407,77.64588616,0.0
152282002400,-0.7021729,0.18095855,11.49666,0.0027130127,0.0073394775,0.09615936,12.87815461,77.64588612,0.0
152282002421,-0.54089814,0.22319183,8.592133,0.04107208,0.024932861,0.1545578,12.87815461,77.64588612,0.0
152282002443,-0.28474578,-0.16169281,10.609163,-0.17797546,0.018580627,0.08112793,12.87815461,77.64588612,0.0
152282002464,-0.28762206,0.5062607,8.909182,-0.040534973,0.04362335,0.09151459,12.87815461,77.64588612,0.0
152282002485,-0.3939789,-0.16815491,10.865552,0.12023163,0.039590456,0.06659393,12.87815461,77.64588612,0.0
152282002506,-0.3866806,-0.35132903,9.443617,-0.0048706057,0.077093504,0.058531187,12.8781485,77.6458868,0.0
152282002527,-0.330571,-0.17868347,10.0882435,0.04069977,0.068907164,0.026651,12.8781485,77.6458868,0.0
152282002549,-0.09463501,-0.36245424,10.30013,-0.018180847,0.033972166,-0.06387024,12.8781485,77.6458868,0.0
152282002570,-0.7356766,-1.2102295,11.708548,-0.017814636,-0.009150696,-0.03638153,12.8781485,77.6458868,0.0
152282002591,-0.44710082,-0.9756134,8.793848,-0.0175766,-0.030401612,-0.023553466,12.8781485,77.6458868,0.0
152282002613,-0.69176483,-1.3132432,8.235481,-0.11847992,-0.004508972,0.019198608,12.87815197,77.64584862,3.84
152282002634,-0.5898331,-0.49896088,11.305356,0.039605714,0.051683046,0.024694825,12.87815197,77.64584862,3.84
152282002655,-0.84610444,-1.2747147,10.190538,0.23739624,0.091386415,0.008573914,12.87815197,77.64584862,3.84
152282002676,-0.12538604,-1.7163117,9.168205,-0.08769379,0.10995941,-0.0517746,12.87815197,77.64584862,3.84
152282002697,0.26536256,-1.074675,9.319552,-0.065338135,-0.03529358,-0.20619965,12.878162,77.64579944,4.15
152282002719,-0.5170914,-1.0135391,11.172075,-0.05910797,-0.2107254,-0.23063812,12.878162,77.64579944,4.15
152282002740,-1.0381286,-1.0366318,9.83269,0.12255707,-0.22050019,0.0016082764,12.878162,77.64579944,4.15
152282002761,-0.98285216,-1.2093903,9.744039,-0.02758789,-0.0848877,0.2012268,12.878162,77.64579944,4.15
152282002782,-0.45726928,-0.9440277,9.534666,-0.022821045,0.06084595,0.2331131,12.878162,77.64579944,4.15
152282002804,-0.017228698,-1.1041107,8.51724,-0.021121215,0.09040985,0.100924686,12.87817765,77.64574894,4.63
152282002825,-0.38440856,-1.6572082,12.747625,0.19317779,0.011857605,0.032754518,12.87817765,77.64574894,4.63
152282002846,-0.026679993,-3.839824,9.337016,0.043028258,0.1452713,0.062075805,12.87817765,77.64574894,4.63
152282002867,-0.64103544,0.13046876,7.6646776,-0.24920197,0.14575958,0.16506195,12.87817765,77.64574894,4.63
152282002889,-1.142575,-0.42167512,9.9371395,0.16323395,0.23530884,0.070259094,12.87817765,77.64574894,4.63
152282002910,0.7899872,-0.6741165,11.238116,0.080775455,0.24886933,-0.18946381,12.87819189,77.64569503,4.67
152282002931,0.6352951,-0.9599396,9.456421,0.08871307,-0.14842224,-0.5713776,12.87819189,77.64569503,4.67
152282002952,-1.0064224,-0.64839476,7.1199465,-0.21291503,-0.3545212,-0.22257385,12.87819189,77.64569503,4.67
152282002974,-1.9042084,0.82462615,12.458934,0.42187804,-0.09906769,0.21588898,12.87819189,77.64569503,4.67
152282002996,-0.5130249,-3.0493515,10.580328,-0.04847412,-0.030776978,0.06537781,12.87820815,77.64564436,4.59
152282003016,-0.4598999,-0.9051453,8.176859,-0.10845642,-0.041404724,-0.012193298,12.87820815,77.64564436,4.59
152282003037,-0.21595307,-0.54370725,11.727568,0.05254822,-0.12422638,-0.013659668,12.87820815,77.64564436,4.59
152282003059,-0.7944199,-0.6537781,9.3170395,0.029704284,-0.119709775,0.10715027,12.87820815,77.64564436,4.59
152282003080,-0.8048264,-0.7331009,10.2662735,-0.007798767,-0.013302612,0.18901214,12.87820815,77.64564436,4.59
152282003101,-0.3104721,-0.5116455,9.386549,0.046070863,0.107514955,0.18570557,12.87825629,77.64554646,5.39
152282003122,0.0025131225,-0.6731613,10.059771,-0.012565613,0.14294434,0.08577728,12.87825629,77.64554646,5.39
152282003144,-0.4583481,-0.26602173,9.7375765,-0.0964859,0.085279845,-0.01109314,12.87825629,77.64554646,5.39
152282003165,-0.37794647,-0.86087954,9.567329,0.10190582,0.06585236,0.0056381226,12.87825629,77.64554646,5.39
152282003186,-0.659581,-1.0249069,10.705835,-0.123730466,0.014666748,-0.05067749,12.87825629,77.64554646,5.39
152282003207,-0.14345245,-1.1057816,8.837515,0.090177916,0.025540162,8.773804E-4,12.87827612,77.6454908,5.82
152282003229,-0.52761996,-1.7843857,10.3595915,-0.11542511,-0.006713867,-0.044935606,12.87827612,77.6454908,5.82
152282003250,-0.7971695,-0.80572355,9.13985,0.07063446,-0.026501466,-0.024040222,12.87827612,77.6454908,5.82
152282003271,-0.671785,-1.1055435,10.881111,0.013337707,-0.05605774,-0.002783203,12.87827612,77.6454908,5.82
152282003292,-1.0511719,-1.2134583,9.223478,-0.024047852,0.024806213,0.07953949,12.87827612,77.6454908,5.82
152282003313,-0.5365936,-1.4137405,9.539091,-0.048233032,0.15418243,0.08797302,12.87828859,77.64544014,5.71
152282003335,0.040678404,-0.8458023,10.479712,0.11571503,0.091999814,-0.12276001,12.87828859,77.64544014,5.71
152282003356,-0.64558566,-1.5345764,10.652834,0.007839966,-0.07731934,-0.19154052,12.87828859,77.64544014,5.71
152282003377,-0.6792053,-0.9559921,8.025152,-0.12763977,-0.116163634,-0.054707337,12.87828859,77.64544014,5.71
152282003398,-0.9929062,-1.7285141,14.422125,-0.03210602,-0.07829742,0.072583005,12.8783049,77.64537119,6.19
152282003420,-0.8930054,-2.488594,7.4928713,0.35884094,0.056573488,0.0051483153,12.8783049,77.64537119,6.19
152282003441,0.1065979,-0.010827636,8.083061,-0.34986418,0.06353302,-0.022705078,12.8783049,77.64537119,6.19
152282003462,0.05910187,-0.69948274,8.58639,0.108140565,0.084667966,-0.0154953,12.8783049,77.64537119,6.19
152282003484,0.045941163,-1.045964,9.446251,-0.052386474,0.021873474,-0.11322632,12.8783049,77.64537119,6.19
152282003505,-0.386084,-0.3558716,7.896062,-0.02184906,-0.01232605,-0.10247345,12.87831589,77.64534624,5.2
152282003526,0.3756714,-1.806401,11.159871,0.03264465,-0.090270996,-0.12006684,12.87831589,77.64534624,5.2
152282003548,-0.7531403,-0.44177398,8.938494,-0.1083374,-0.12068482,-0.03296051,12.87831589,77.64534624,5.2
152282003569,-0.7027725,0.09816589,10.448964,0.06501007,-0.10675659,0.02250061,12.87831589,77.64534624,5.2
152282003590,-1.1578872,-0.0934967,10.214945,0.06611176,-0.034684755,0.11057434,12.87831589,77.64534624,5.2
152282003611,-0.24215393,-0.7620529,9.435245,-0.08842163,0.049243163,0.101168826,12.87833838,77.64527683,5.77
152282003632,-0.7294525,-0.44919282,9.71963,0.15468597,0.06866302,0.056822203,12.87833838,77.64527683,5.77
152282003654,-0.08602295,-1.5011963,9.421125,-0.15243836,0.03396759,0.019444276,12.87833838,77.64527683,5.77
152282003675,-0.6364929,0.15176544,9.408445,0.06293945,-0.008660888,-0.024288941,12.87833838,77.64527683,5.77
152282003696,-1.0564331,-0.5379654,11.470221,0.055233765,-0.0525177,0.0016113281,12.8783558,77.64522528,6.08
152282003717,-0.95509493,-1.1720626,8.710101,-0.12568054,-0.03614807,0.06634827,12.8783558,77.64522528,6.08
152282003739,-0.7162918,-0.5347351,10.288526,0.031173706,0.0077056885,0.09542389,12.8783558,77.64522528,6.08
152282003760,-0.17348175,-1.8879974,8.667628,-0.024047852,0.10665741,0.0774643,12.8783558,77.64522528,6.08
152282003781,0.22564086,-0.5605774,9.813428,-0.032229614,0.14282227,0.022373963,12.8783558,77.64522528,6.08
152282003802,-0.5017761,-0.70426637,11.169085,0.035446167,0.04789734,-0.09759064,12.87837708,77.64516635,6.24
152282003824,-0.7487152,-0.8247467,10.509024,0.07649231,-0.057646178,-0.08732758,12.87837708,77.64516635,6.24
152282003817,-0.7062424,-0.91304016,8.20031,0.0031951903,-0.072554015,-0.0031555176,12.87837708,77.64516635,6.24
152282003838,-1.405304,0.43519592,10.510098,8.758545E-4,-0.0459198,0.022380065,12.87837708,77.64516635,6.24
152282003859,-0.7062424,-0.85764617,10.201902,0.016635131,0.033973694,0.043507386,12.87837708,77.64516635,6.24
152282003880,-0.53539735,0.034873962,11.653506,0.014561462,0.07074585,0.009185791,12.87838701,77.64511299,6.4
152282003902,-0.15158844,-0.29808348,10.825353,-0.043592833,0.013452148,-0.05250702,12.87838701,77.64511299,6.4
152282003923,-0.6446274,0.071725465,8.88609,0.10911407,-0.00524292,-0.031741332,12.87838701,77.64511299,6.4
152282003944,-0.8372513,-0.86291045,9.315363,-0.009020996,-0.004386902,-0.03149719,12.87838701,77.64511299,6.4
152282003966,-0.20841523,-0.31710815,10.682381,-0.03564606,-0.01085968,-0.04835663,12.87838701,77.64511299,6.4
152282003987,-0.9501923,-1.0934585,9.773588,0.04046173,-0.07108307,-0.057272337,12.8784074,77.64504306,6.61
