timestamp,longitude,latitude,type
152281950510,77.64617315,12.87810499,pothole
152281951180,77.6459326,12.87818176,pothole
152281951817,77.64573665,12.87822336,pothole
152281952009,77.64567845,12.87824078,pothole
152281952035,77.64564043,12.8782467,pothole
152281952603,77.64542045,12.87830519,pothole
152281954213,77.64455299,12.8785635,pothole
152281955354,77.64407404,12.87884565,pothole
152281955860,77.64391482,12.87899952,pothole
152281956330,77.64374244,12.87910612,pothole
152281956787,77.64360688,12.87916681,pothole
152281957339,77.64339733,12.87930751,pothole
152281957407,77.64336768,12.87932079,pothole
152281958050,77.64315548,12.87942063,pothole
152281959985,77.64231657,12.88020336,others
152281961825,77.64219124,12.88054622,others
152281962363,77.64209181,12.88075622,others
152281963120,77.64190402,12.88112013,pothole
152281963388,77.6418257,12.88122298,others
152281963805,77.6417322,12.88135904,pothole
152281964203,77.64163849,12.88153177,others
152281965188,77.64133539,12.88199008,others
152281968073,77.64059121,12.88332759,others
152281968685,77.64055709,12.88360701,others
152281968929,77.64055776,12.88371511,others
