timestamp,longitude,latitude,type
152281859528,77.66939334,12.84925219,others
152281861027,77.6689311,12.84991556,others
152281862944,77.66809326,12.85092095,others
152281867174,77.66552911,12.85425684,others
152281868360,77.66494745,12.85489633,others
152281869295,77.66472114,12.85526646,others
152281886073,77.66339308,12.85698228,others
152281886283,77.6633805,12.85703277,others
152281895333,77.65828937,12.86337544,others
152281905755,77.6556747,12.86673553,others
152281905954,77.6556053,12.86681936,others
152281928215,77.65107081,12.87247239,others
152281929129,77.65086024,12.87277415,others
152281940940,77.6464928,12.8781102,pothole
