timestamp,longitude,latitude,type
152281979055,77.6420955,12.88458233,others
152281981500,77.64088853,12.88409286,others
152281982236,77.64067993,12.88404612,pothole
152281982544,77.64063541,12.8840327,pothole
152281982697,77.64062683,12.88402336,pothole
152281982865,77.64061684,12.88399535,pothole
152281983509,77.64064093,12.88377213,others
152281992212,77.6435604,12.87921108,pothole
152281992504,77.64371415,12.87912302,pothole
152281992902,77.64388605,12.87903384,pothole
152281993251,77.64399169,12.87894963,pothole
152281993963,77.64433641,12.87873953,pothole
152281995701,77.64537593,12.8783796,pothole
152281996546,77.64586396,12.87824079,pothole
152281996888,77.64601539,12.87820439,pothole
