timestamp,longitude,latitude,type
152282090350,77.64198457,12.88556248,pothole
152282098553,77.64155255,12.88619502,pothole
152282106036,77.64100936,12.887038,pothole
152282106209,77.64096902,12.88702097,pothole
152282106393,77.64092885,12.88700178,others
152282106660,77.64088546,12.88699695,others
152282107540,77.64046388,12.88689668,others
152282108476,77.640078,12.88682938,pothole
152282108942,77.63992851,12.88678501,others
152282112707,77.63986917,12.8867672,others
152282113145,77.63996758,12.88679984,pothole
152282113976,77.64029652,12.88689975,pothole
152282114188,77.64036329,12.88691848,others
152282115167,77.64070493,12.88698956,others
152282115445,77.64081989,12.88701454,others
152282115554,77.64084786,12.88701928,pothole
152282146687,77.63114565,12.90319499,others
152282173398,77.62393926,12.91505365,pothole
152282174626,77.62358679,12.91562701,pothole
152282176089,77.6231866,12.91633339,others
152282179049,77.622019,12.91830394,others
152282180214,77.62148984,12.91912487,pothole
152282182432,77.62057787,12.92049991,others
152282193217,77.617978,12.92459899,pothole
152282193586,77.61789217,12.9247279,pothole
152282194292,77.6177596,12.92494103,others
152282194910,77.6176819,12.92508741,others
152282195525,77.61753384,12.92536198,others
152282196182,77.61742943,12.92557553,pothole
152282196598,77.6173662,12.9256924,pothole
