timestamp,longitude,latitude,type
152282002192,77.64592415,12.87810334,pothole
152282002764,77.64577631,12.87814462,pothole
152282002897,77.64572728,12.8781571,pothole
152282003319,77.64547972,12.87826863,pothole
152282004691,77.64465159,12.87854188,pothole
152282006579,77.64391013,12.8789905,pothole
152282007185,77.6437328,12.8791071,pothole
152282007618,77.64360834,12.87917372,pothole
152282008096,77.64339257,12.87929233,pothole
152282008116,77.6433516,12.87931541,pothole
152282008651,77.64313216,12.87942901,pothole
152282010230,77.64240155,12.87993056,pothole
152282012283,77.6418673,12.88111851,pothole
152282012586,77.64179534,12.88122124,others
152282013014,77.64171444,12.88137457,pothole
152282013526,77.6415527,12.88163172,others
152282014235,77.64131008,12.88204504,others
152282014744,77.64114524,12.88228726,others
