timestamp,longitude,latitude,type
152179040425,77.63952485,12.87953965,pothole
152179042838,77.63895593,12.88049347,others
152179044056,77.63854326,12.88116738,others
152179044320,77.63850992,12.88125856,pothole
152179044929,77.63837831,12.88148239,pothole
152179045272,77.63839744,12.88155022,others
152179047263,77.63917838,12.88184275,others
152179048605,77.63971416,12.88206205,others
152179049754,77.64028189,12.88224405,pothole
152179052426,77.64076125,12.88212246,pothole
152179052867,77.64085588,12.88201286,pothole
152179053012,77.64088181,12.8819803,pothole
152179053862,77.64106914,12.88165459,pothole
152179053960,77.64108176,12.88163697,pothole
152179055065,77.64131802,12.88128679,pothole
152179055179,77.64133571,12.88125546,pothole
